date,time,member,message,message_type,message_length,reaction_count,word_count,mentions,emojis
2022-02-18,08:27 PM,Abdulmuiz,How you pay your hostel accommodation,text,37,0,6,,[]
2022-02-18,08:27 PM,Abdulmuiz,In details ni oh,text,16,0,4,,[]
2022-02-18,08:43 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-18,08:48 PM,Abdulmuiz,Guy talk jhare,text,14,0,3,,[]
2022-02-18,08:50 PM,raqib,Mf!,text,3,0,1,,[]
2022-02-18,08:51 PM,raqib,U go print the hostel and form receipt after making payment,text,59,0,11,,[]
2022-02-18,08:51 PM,raqib,Attach passport to the hostel form and photocopy. Submit the photocopied own.,text,77,0,12,,[]
2022-02-18,08:52 PM,raqib,"Btw, i neva even do this one",text,28,0,7,,[]
2022-02-18,08:52 PM,raqib,HOSTEL FEE,text,10,0,2,,[]
2022-02-18,08:52 PM,raqib,ACC NAME: RICHWAY MGB/ISALU HOSTEL,text,34,0,6,,[]
2022-02-18,08:52 PM,raqib,,text,0,0,0,,[]
2022-02-18,08:52 PM,raqib,ACC NUMBER: 1215073999,text,22,0,3,,[]
2022-02-18,08:52 PM,raqib,FORM FEE,text,8,0,2,,[]
2022-02-18,08:52 PM,raqib,ACC NUMBER- 1335397015,text,22,0,3,,[]
2022-02-18,08:52 PM,raqib,ACC NAME-  OYEWOLE JAMES OLUSEGUN,text,33,0,5,,[]
2022-02-18,08:52 PM,raqib,BANK - FCMB,text,11,0,2,,[]
2022-02-18,08:58 PM,Abdulmuiz,Ok,text,2,0,1,,[]
2022-02-18,08:58 PM,Abdulmuiz,Oya na,text,6,0,2,,[]
2022-02-18,08:58 PM,Abdulmuiz,"But the payment,shey na for school you pay am?",text,46,0,10,,[]
2022-02-18,08:59 PM,Abdulmuiz,But na cash ba?,text,15,0,4,,[]
2022-02-18,10:17 PM,raqib,"Transfer now, u won go give dem 110k?",text,37,0,8,,[]
2022-02-18,10:34 PM,Abdulmuiz,Wait ohhh so you no fit give them cash?,text,39,0,9,,[]
2022-02-18,10:34 PM,Abdulmuiz,Na cash I get ohhh,text,18,0,5,,[]
2022-02-18,10:35 PM,Abdulmuiz,"And wait if you do the transfer,where you go do the print out for the receipt?",text,78,0,17,,[]
2022-02-18,10:38 PM,Abdulmuiz,The bank for this nko,text,21,0,5,,[]
2022-02-18,10:39 PM,raqib,Should be Zenith,text,16,0,3,,[]
2022-02-18,10:40 PM,Abdulmuiz,"No wahala,I'll go meet the woman",text,32,0,8,,[]
2022-02-18,10:40 PM,raqib,Ok boss,text,7,0,2,,[]
2022-02-19,10:23 AM,Abdulmuiz,You dey with your system ba?,text,28,0,6,,[]
2022-02-19,10:24 AM,Abdulmuiz,You don run that cve 2nd assignment,text,35,0,7,,[]
2022-02-19,10:25 AM,raqib,No na the 1st one i don do,text,26,0,8,,[]
2022-02-19,10:26 AM,raqib,That 2nd na typing stuff bah,text,28,0,6,,[]
2022-02-19,10:29 AM,Abdulmuiz,You get the spreadsheet?,text,24,0,4,,[]
2022-02-19,10:29 AM,Abdulmuiz,Yh e be like say we go type am in word document,text,47,0,12,,[]
2022-02-19,10:30 AM,raqib,The solution?,text,13,0,2,,[]
2022-02-19,10:30 AM,Abdulmuiz,No the data,text,11,0,3,,[]
2022-02-19,10:30 AM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-19,10:30 AM,Abdulmuiz,Thanks,text,6,0,1,,[]
2022-02-19,10:30 AM,raqib,Just the one we have been using since dat stress and strain,text,59,0,12,,[]
2022-02-19,10:30 AM,Abdulmuiz,Ohk,text,3,0,1,,[]
2022-02-19,10:30 AM,Abdulmuiz,How we go run the 2nd assignment?,text,33,0,7,,[]
2022-02-19,10:31 AM,Abdulmuiz,Not this one na,text,15,0,4,,[]
2022-02-19,10:31 AM,Abdulmuiz,Check wetin you send,text,20,0,4,,[]
2022-02-19,10:31 AM,Abdulmuiz,As in my values,text,15,0,4,,[]
2022-02-19,10:32 AM,raqib,Oh i no check sorry,text,19,0,5,,[]
2022-02-19,10:32 AM,Abdulmuiz,Oya na,text,6,0,2,,[]
2022-02-19,10:32 AM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-19,10:34 AM,Abdulmuiz,🤝🏼,text,2,0,0,,"['🤝', '🏼']"
2022-02-19,10:36 AM,Abdulmuiz,Omo we go draw graph ohhh,text,25,0,6,,[]
2022-02-19,11:16 AM,raqib,Ah e dey the question?,text,22,0,5,,[]
2022-02-19,11:16 AM,raqib,I dey even travel today.,text,24,0,5,,[]
2022-02-19,11:16 AM,raqib,If i get home na when i go run am,text,33,0,10,,[]
2022-02-19,11:16 AM,Abdulmuiz,Ok na,text,5,0,2,,[]
2022-02-19,11:17 AM,Abdulmuiz,You go do me a favour,text,21,0,6,,[]
2022-02-19,11:32 AM,raqib,What's that?,text,12,0,3,,[]
2022-02-19,12:11 PM,Abdulmuiz,Help me ploth graph🙏🏽,text,21,0,4,,"['🙏', '🏽']"
2022-02-19,12:12 PM,Abdulmuiz,I go pay you boss,text,17,0,5,,[]
2022-02-19,12:12 PM,Abdulmuiz,"Nd that word document, my system no dey with me na why",text,54,0,12,,[]
2022-02-19,12:42 PM,raqib,Ahh omo,text,7,0,2,,[]
2022-02-19,12:42 PM,raqib,When we dey submit first,text,24,0,5,,[]
2022-02-19,01:12 PM,Abdulmuiz,Tomorrow 😶,text,10,0,1,,['😶']
2022-02-19,02:15 PM,raqib,Make i reach house 1st boss,text,27,0,6,,[]
2022-02-19,02:28 PM,Abdulmuiz,Oya na,text,6,0,2,,[]
2022-02-19,03:46 PM,Abdulmuiz,How far,text,7,0,2,,[]
2022-02-19,03:46 PM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-02-19,03:47 PM,Abdulmuiz,My w is 33.33,text,13,0,5,,[]
2022-02-19,03:47 PM,Abdulmuiz,L is 10,text,7,0,3,,[]
2022-02-19,03:47 PM,Abdulmuiz,What is the value for X?,text,24,0,6,,[]
2022-02-19,04:41 PM,raqib,Wetin be ur F,text,13,0,4,,[]
2022-02-19,04:43 PM,raqib,"The value of X varies, u go just multiply am with L",text,51,0,12,,[]
2022-02-19,04:48 PM,Abdulmuiz,50N boss,text,8,0,2,,[]
2022-02-19,04:49 PM,Abdulmuiz,Ohhh yh that's true,text,19,0,5,,[]
2022-02-19,04:49 PM,Abdulmuiz,Na 2 graph you go plot boss,text,27,0,7,,[]
2022-02-19,04:49 PM,Abdulmuiz,You don reach house?,text,20,0,4,,[]
2022-02-19,05:01 PM,raqib,Yes.,text,4,0,1,,[]
2022-02-19,05:01 PM,raqib,That's 4 graphs 😒,text,17,0,4,,['😒']
2022-02-19,05:01 PM,Abdulmuiz,I go treat you well🥺,text,20,0,5,,['🥺']
2022-02-19,05:01 PM,raqib,Omo i don tire,text,14,0,4,,[]
2022-02-19,05:01 PM,raqib,U sur sey na 2moro we go submit or monday,text,41,0,10,,[]
2022-02-19,05:01 PM,Abdulmuiz,Fr,text,2,0,1,,[]
2022-02-19,05:01 PM,Abdulmuiz,"On the 20th,that's tomorrow",text,27,0,6,,[]
2022-02-19,05:01 PM,raqib,Wait what about the word document,text,33,0,6,,[]
2022-02-19,05:02 PM,Abdulmuiz,"I asked rahman, he said he no dey type anything 😞",text,49,0,10,,['😞']
2022-02-19,05:02 PM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-02-19,05:02 PM,Abdulmuiz,"I no know again jhare,for the typing....I'm not sure yet",text,56,0,13,,[]
2022-02-19,05:02 PM,raqib,The type B has two parts,text,24,0,6,,[]
2022-02-19,05:03 PM,raqib,That part don dey confuse me,text,28,0,6,,[]
2022-02-19,05:03 PM,Abdulmuiz,Iswr na graph and typing....that's all,text,38,0,8,,[]
2022-02-19,05:04 PM,Abdulmuiz,I just tire self,text,16,0,4,,[]
2022-02-19,05:03 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-19,05:04 PM,raqib,I don get am,text,12,0,4,,[]
2022-02-19,05:05 PM,Abdulmuiz,Ohhhh yh,text,8,0,2,,[]
2022-02-19,05:05 PM,Abdulmuiz,Oya na boss🥺🙏🏽,text,14,0,3,,"['🥺', '🙏', '🏽']"
2022-02-19,05:07 PM,Abdulmuiz,You no answer me ni? You don reach house🙂,text,41,0,9,,['🙂']
2022-02-19,05:09 PM,raqib,Yessir,text,6,0,1,,[]
2022-02-19,05:09 PM,raqib,Make i finish my own i go soon finish,text,37,0,9,,[]
2022-02-19,05:09 PM,Abdulmuiz,🤞🏼,text,2,0,0,,"['🤞', '🏼']"
2022-02-19,05:09 PM,Abdulmuiz,"Oya na,thanks",text,13,0,3,,[]
2022-02-19,05:47 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-19,05:47 PM,raqib,How u see this one? E dey ok?,text,29,0,8,,[]
2022-02-19,05:50 PM,Abdulmuiz,E dey ok boss,text,13,0,4,,[]
2022-02-19,05:50 PM,Abdulmuiz,You don plot your graph?,text,24,0,5,,[]
2022-02-19,06:04 PM,raqib,Nah,text,3,0,1,,[]
2022-02-19,06:41 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-19,06:04 PM,Abdulmuiz,Ohk,text,3,0,1,,[]
2022-02-19,06:05 PM,Abdulmuiz,Na tomorrow night be the deadline,text,33,0,6,,[]
2022-02-19,06:05 PM,Abdulmuiz,😁 oya na,text,8,0,2,,['😁']
2022-02-19,06:22 PM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-02-19,06:22 PM,Abdulmuiz,See sample,text,10,0,2,,[]
2022-02-19,06:22 PM,Abdulmuiz,"If you need anything, tell me",text,29,0,6,,[]
2022-02-19,06:41 PM,Abdulmuiz,"I've forgotten about this,sorry can you help",text,44,0,9,,[]
2022-02-19,06:41 PM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-02-19,06:42 PM,Abdulmuiz,I need help on this bruh,text,24,0,6,,[]
2022-02-19,06:42 PM,raqib,We dey submit together with graph at once,text,41,0,8,,[]
2022-02-19,06:42 PM,raqib,Ur school email acc is what u are to use,text,40,0,10,,[]
2022-02-19,06:42 PM,Abdulmuiz,Yh,text,2,0,1,,[]
2022-02-19,06:43 PM,Abdulmuiz,You no do table boss?,text,21,0,5,,[]
2022-02-19,06:45 PM,Abdulmuiz,Name: Ibrahim Abdulmuiz Ajibola,text,31,0,4,,[]
2022-02-19,06:45 PM,Abdulmuiz,Matric number: 20/30GR072,text,25,0,4,,[]
2022-02-19,06:45 PM,Abdulmuiz,Department: computer engineering,text,32,0,3,,[]
2022-02-19,06:46 PM,Abdulmuiz,"U fit use that format😁,e make gan ohhhh",text,39,0,9,,['😁']
2022-02-19,06:51 PM,raqib,Okay i get it,text,13,0,4,,[]
2022-02-19,06:51 PM,Abdulmuiz,How far? Wetin be the default password for our school email?,text,60,0,11,,[]
2022-02-19,06:51 PM,raqib,"Who dey follow u smile, me wey dey sweat like goat here😒",text,56,0,12,,['😒']
2022-02-19,06:51 PM,raqib,I no sabi ask those bloggers,text,28,0,6,,[]
2022-02-19,06:51 PM,Abdulmuiz,Ahah🥲😞,text,6,0,1,,"['🥲', '😞']"
2022-02-19,06:52 PM,Abdulmuiz,"No vex,the Lord is your strength",text,32,0,7,,[]
2022-02-19,06:52 PM,Abdulmuiz,Allah will guide you,text,20,0,4,,[]
2022-02-19,06:56 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-19,06:59 PM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-02-19,07:05 PM,Abdulmuiz,"I go treat you well bruh,trust me",text,33,0,8,,[]
2022-02-19,07:05 PM,raqib,Still on it man,text,15,0,4,,[]
2022-02-19,07:06 PM,Abdulmuiz,🤞🏼my man,text,8,0,2,,"['🤞', '🏼']"
2022-02-19,07:40 PM,raqib,Ur DE REG NO,text,12,0,4,,[]
2022-02-19,07:51 PM,Abdulmuiz,29730877JF,text,10,0,1,,[]
2022-02-19,09:15 PM,Abdulmuiz,What's good bruh?,text,17,0,4,,[]
2022-02-19,09:15 PM,Abdulmuiz,How far? Lemme see your comments box,text,36,0,7,,[]
2022-02-19,09:15 PM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-02-19,09:27 PM,raqib,Naso e suppose be but i never fill am,text,37,0,9,,[]
2022-02-19,09:27 PM,raqib,I still dey do graph😩,text,21,0,5,,['😩']
2022-02-19,10:28 PM,raqib,I don finish,text,12,0,3,,[]
2022-02-19,10:28 PM,raqib,But i wan edit the graph,text,24,0,6,,[]
2022-02-19,10:29 PM,Abdulmuiz,Oya na,text,6,0,2,,[]
2022-02-19,10:29 PM,Abdulmuiz,Only your own?,text,14,0,3,,[]
2022-02-19,10:29 PM,raqib,Both,text,4,0,1,,[]
2022-02-19,10:30 PM,Abdulmuiz,😭,text,1,0,0,,['😭']
2022-02-19,10:30 PM,Abdulmuiz,God go bless you ohhh,text,21,0,5,,[]
2022-02-19,10:30 PM,Abdulmuiz,Say ameen,text,9,0,2,,[]
2022-02-19,10:30 PM,raqib,Make i see ur comments,text,22,0,5,,[]
2022-02-19,10:30 PM,raqib,U put charm for mouth?,text,22,0,5,,[]
2022-02-19,10:30 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-19,10:31 PM,Abdulmuiz,"Me wey never submit,iswr",text,24,0,5,,[]
2022-02-19,10:31 PM,Abdulmuiz,"I still dey wait, u grab....so incase of any last information",text,61,0,12,,[]
2022-02-19,10:32 PM,raqib,But hope sey no be dis nyt,text,26,0,7,,[]
2022-02-19,10:32 PM,Abdulmuiz,No,text,2,0,1,,[]
2022-02-19,10:32 PM,raqib,We dey submit?,text,14,0,3,,[]
2022-02-19,10:32 PM,Abdulmuiz,Tomorrow boss,text,13,0,2,,[]
2022-02-19,10:32 PM,raqib,Toor,text,4,0,1,,[]
2022-02-19,10:33 PM,Abdulmuiz,You can confirm if you dey doubt sha,text,36,0,8,,[]
2022-02-19,10:33 PM,raqib,Ok,text,2,0,1,,[]
2022-02-19,10:33 PM,raqib,But i wan do dat 1st part now,text,29,0,8,,[]
2022-02-19,10:34 PM,Abdulmuiz,"If you don reach comment,screenshot make I see",text,46,0,9,,[]
2022-02-19,10:35 PM,raqib,Wetin be the email address for dat form?,text,40,0,8,,[]
2022-02-19,10:35 PM,raqib,Personal or what?,text,17,0,3,,[]
2022-02-19,10:35 PM,Abdulmuiz,Screenshot lemme see,text,20,0,3,,[]
2022-02-19,10:37 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-19,10:37 PM,Abdulmuiz,Na school email I put ohhh,text,26,0,6,,[]
2022-02-19,10:37 PM,Abdulmuiz,"But I never submit,you grab😂",text,28,1,6,,['😂']
2022-02-19,10:37 PM,Abdulmuiz,Confirm first cus people dey ask this question,text,46,0,8,,[]
2022-02-19,10:38 PM,raqib,Lmao,text,4,0,1,,[]
2022-02-19,10:38 PM,raqib,Na wetin we suppose use.,text,24,0,5,,[]
2022-02-19,10:38 PM,raqib,No need,text,7,0,2,,[]
2022-02-19,10:38 PM,Abdulmuiz,😏,text,1,0,0,,['😏']
2022-02-19,10:38 PM,Abdulmuiz,Oya na,text,6,0,2,,[]
2022-02-19,10:41 PM,Abdulmuiz,No forget,text,9,0,2,,[]
2022-02-19,10:42 PM,raqib,I don reach but i wan leave am blank.... I dey head sey no be byforce to fill m,text,79,0,19,,[]
2022-02-19,10:42 PM,raqib,*hear,text,5,0,1,,[]
2022-02-19,10:43 PM,Abdulmuiz,The comment section?,text,20,0,3,,[]
2022-02-19,10:43 PM,Abdulmuiz,You sure?,text,9,0,2,,[]
2022-02-19,10:44 PM,raqib,Yh but follow ur mind. U can still ask tho,text,42,0,10,,[]
2022-02-19,10:44 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-19,10:45 PM,Abdulmuiz,Chill na,text,8,0,2,,[]
2022-02-19,10:45 PM,Abdulmuiz,We still get tomorrow boss🥺,text,27,0,5,,['🥺']
2022-02-19,10:53 PM,raqib,Ah toor😂,text,8,1,2,,['😂']
2022-02-19,10:56 PM,Abdulmuiz,Wetin funny😂,text,12,1,2,,['😂']
2022-02-19,10:57 PM,raqib,E be like sey 45+ don sure for u for exam,text,41,0,11,,[]
2022-02-19,10:58 PM,Abdulmuiz,Ha why,text,6,0,2,,[]
2022-02-19,10:58 PM,raqib,"Omo i no wan risk am,",text,21,0,6,,[]
2022-02-19,10:58 PM,raqib,Raji can be craxy attimes,text,25,0,5,,[]
2022-02-19,10:58 PM,Abdulmuiz,Ok true sha,text,11,0,3,,[]
2022-02-19,10:58 PM,Abdulmuiz,Shey we go send am via email,text,28,0,7,,[]
2022-02-19,10:59 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-19,10:59 PM,raqib,"Is it not google forms, abi wetin u dey talk?",text,45,0,10,,[]
2022-02-19,10:59 PM,raqib,I'm talking of the 1st one,text,26,0,7,,[]
2022-02-19,11:00 PM,raqib,N;N;N;Nm;Nm. I declare that the assignment was done by me,text,57,0,14,,[]
2022-02-19,11:00 PM,Abdulmuiz,No the second one na,text,20,0,5,,[]
2022-02-19,11:00 PM,raqib,Yh,text,2,0,1,,[]
2022-02-19,11:00 PM,Abdulmuiz,Ok,text,2,0,1,,[]
2022-02-19,11:01 PM,raqib,I wan submit o,text,14,0,4,,[]
2022-02-19,11:00 PM,Abdulmuiz,🤝🏼,text,2,0,0,,"['🤝', '🏼']"
2022-02-19,11:01 PM,raqib,The 1st one,text,11,0,3,,[]
2022-02-19,11:01 PM,Abdulmuiz,Ohk same here jhare,text,19,0,4,,[]
2022-02-19,11:08 PM,Abdulmuiz,I don submit,text,12,0,3,,[]
2022-02-19,11:09 PM,Abdulmuiz,How far the 2nd part? Wetin dey occur,text,37,0,8,,[]
2022-02-19,11:39 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-19,11:39 PM,Abdulmuiz,Talk jhare 😂,text,12,1,2,,['😂']
2022-02-19,11:43 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-19,11:45 PM,Abdulmuiz,Omo I dey feel you😭,text,19,0,5,,['😭']
2022-02-19,11:45 PM,Abdulmuiz,I go treat you well...no phor,text,29,0,7,,[]
2022-02-19,11:45 PM,Abdulmuiz,You dey submit your own b4 midnight,text,35,0,7,,[]
2022-02-19,11:46 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-19,11:46 PM,raqib,Check my graph.,text,15,0,3,,[]
2022-02-19,11:46 PM,raqib,E dey ok?,text,9,0,3,,[]
2022-02-19,11:47 PM,raqib,Midnight wey don reach.am still confused😩,text,41,0,7,,['😩']
2022-02-19,11:47 PM,Abdulmuiz,As in 12 noon😂,text,14,1,4,,['😂']
2022-02-19,11:47 PM,Abdulmuiz,Wetin dey do you,text,16,0,4,,[]
2022-02-19,11:48 PM,Abdulmuiz,Yh bruh,text,7,0,2,,[]
2022-02-19,11:48 PM,Abdulmuiz,You sure say my own dey ok too😏🌝,text,32,0,8,,"['😏', '🌝']"
2022-02-19,11:49 PM,raqib,"Wo anyhow, i go submit.",text,23,0,5,,[]
2022-02-19,11:49 PM,raqib,Imma leave the rest to God,text,26,0,6,,[]
2022-02-19,11:50 PM,raqib,Ur own dey clear pass mine btw,text,30,0,7,,[]
2022-02-19,11:50 PM,Abdulmuiz,12?,text,3,0,1,,[]
2022-02-19,11:50 PM,raqib,Yeah abi when u wan submit,text,26,0,6,,[]
2022-02-19,11:50 PM,Abdulmuiz,🥲alhamdulilah anyhow sha,text,24,0,3,,['🥲']
2022-02-19,11:51 PM,Abdulmuiz,Lemme submit now,text,16,0,3,,[]
2022-02-19,11:51 PM,Abdulmuiz,Send me the email,text,17,0,4,,[]
2022-02-19,11:51 PM,Abdulmuiz,Wey I go use submit am?,text,23,0,6,,[]
2022-02-19,11:51 PM,raqib,.,text,1,0,0,,[]
2022-02-19,11:52 PM,Abdulmuiz,Yes sir,text,7,0,2,,[]
2022-02-19,11:53 PM,Abdulmuiz,Wait is it any email we can use to submit it,text,44,0,11,,[]
2022-02-19,11:53 PM,Abdulmuiz,Personal or school email?,text,25,0,4,,[]
2022-02-19,11:53 PM,raqib,Ur school email,text,15,0,3,,[]
2022-02-19,11:53 PM,Abdulmuiz,Ohk,text,3,0,1,,[]
2022-02-19,11:53 PM,raqib,Waiy,text,4,0,1,,[]
2022-02-19,11:53 PM,Abdulmuiz,Ok,text,2,0,1,,[]
2022-02-19,11:53 PM,raqib,cve253@gmail.com,text,16,0,3,gmail,[]
2022-02-19,11:56 PM,Abdulmuiz,Thanks,text,6,0,1,,[]
2022-02-19,11:56 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-19,11:58 PM,Abdulmuiz,Same here,text,9,0,2,,[]
2022-02-19,11:59 PM,Abdulmuiz,Done,text,4,0,1,,[]
2022-02-20,12:02 AM,raqib,🤝👍,text,2,1,0,,"['🤝', '👍']"
2022-02-20,12:02 AM,Abdulmuiz,Thanks bruh🤝🏼,text,13,0,2,,"['🤝', '🏼']"
2022-02-20,12:02 AM,raqib,I don dey doze,text,14,0,4,,[]
2022-02-20,12:02 AM,raqib,Goodnight,text,9,0,1,,[]
2022-02-20,12:02 AM,raqib,Bad dreams👍,text,11,1,2,,['👍']
2022-02-20,12:02 AM,Abdulmuiz,Cod😌,text,4,0,1,,['😌']
2022-02-20,12:02 AM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-02-21,12:13 PM,Abdulmuiz,How far?,text,8,0,2,,[]
2022-02-21,12:13 PM,Abdulmuiz,"I don pay ohhh,hope say you get the woman's number",text,50,0,12,,[]
2022-02-21,10:45 AM,Abdulmuiz,Missed voice call,text,17,0,3,,[]
2022-02-21,01:06 PM,raqib,U suppose call me nah by phone,text,30,0,7,,[]
2022-02-21,01:06 PM,raqib,I no dey online throughouy,text,26,0,5,,[]
2022-02-21,01:12 PM,Abdulmuiz,See this one,text,12,0,3,,[]
2022-02-21,01:12 PM,raqib,Wetin the woman talk??,text,22,0,4,,[]
2022-02-21,01:12 PM,raqib,I no dey hear anything,text,22,0,5,,[]
2022-02-21,01:12 PM,Abdulmuiz,She go message us individually,text,30,0,5,,[]
2022-02-21,01:13 PM,raqib,🙄,text,1,0,0,,['🙄']
2022-02-21,01:13 PM,Abdulmuiz,"From there,we go pair up",text,24,0,6,,[]
2022-02-21,01:13 PM,Abdulmuiz,😒 why you no dey online since,text,29,0,6,,['😒']
2022-02-21,01:13 PM,raqib,Pair up like in the sam room?,text,29,0,7,,[]
2022-02-21,01:13 PM,Abdulmuiz,Just call her,text,13,0,3,,[]
2022-02-21,01:13 PM,Abdulmuiz,Exactly,text,7,0,1,,[]
2022-02-21,01:13 PM,raqib,What if she go give is one nonsense room,text,40,0,9,,[]
2022-02-21,01:13 PM,Abdulmuiz,Who is the 3rd nd 4th person,text,28,0,7,,[]
2022-02-21,01:14 PM,raqib,Na why i want make u check and reserve a place,text,46,0,11,,[]
2022-02-21,01:14 PM,Abdulmuiz,No worries😂 I'll go again this week sha,text,39,1,9,,['😂']
2022-02-21,01:14 PM,Abdulmuiz,Not tomorrow 🙄,text,14,0,2,,['🙄']
2022-02-21,01:14 PM,raqib,"The 3rd is your friend, Issac and i wrote one imaginary person",text,62,0,12,,[]
2022-02-21,01:14 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-21,01:14 PM,Abdulmuiz,Ohhk 🤝🏼,text,7,0,1,,"['🤝', '🏼']"
2022-02-21,01:14 PM,Abdulmuiz,"Layer sha,I don tire like this",text,30,0,7,,[]
2022-02-21,01:15 PM,raqib,But ppl dey school?,text,19,0,4,,[]
2022-02-21,01:15 PM,raqib,Like are dey much,text,17,0,4,,[]
2022-02-21,01:15 PM,Abdulmuiz,Not at all,text,10,0,3,,[]
2022-02-21,01:15 PM,Abdulmuiz,School wey dry,text,14,0,3,,[]
2022-02-21,01:15 PM,raqib,Ok no go forget,text,15,0,4,,[]
2022-02-21,01:15 PM,Abdulmuiz,Alright 👍,text,9,1,1,,['👍']
2022-02-21,01:15 PM,raqib,Hope sey dat ur friend dey serious,text,34,0,7,,[]
2022-02-21,01:15 PM,raqib,I won try hustle one more person,text,32,0,7,,[]
2022-02-21,01:15 PM,Abdulmuiz,Lol yh but e never ready to pay now,text,35,0,9,,[]
2022-02-21,01:16 PM,Abdulmuiz,Chill jhare,text,11,0,2,,[]
2022-02-21,01:16 PM,raqib,Chill?,text,6,0,1,,[]
2022-02-21,01:16 PM,raqib,Like i mean the 4th person to join us mf!,text,41,0,10,,[]
2022-02-21,01:16 PM,Abdulmuiz,Ohhh,text,4,0,1,,[]
2022-02-21,01:16 PM,Abdulmuiz,😏,text,1,0,0,,['😏']
2022-02-21,01:16 PM,Abdulmuiz,Oya na,text,6,0,2,,[]
2022-02-21,01:17 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-21,01:17 PM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-02-21,03:11 PM,Abdulmuiz,We dey start sweep on Monday,text,28,0,6,,[]
2022-02-21,03:29 PM,raqib,This monday??,text,13,0,2,,[]
2022-02-21,03:31 PM,raqib,Omo i just dey see am😂,text,22,1,6,,['😂']
2022-02-21,03:31 PM,raqib,Wahala😂,text,7,1,1,,['😂']
2022-02-21,05:23 PM,Abdulmuiz,Lol,text,3,0,1,,[]
2022-02-22,10:47 AM,Abdulmuiz,How far,text,7,0,2,,[]
2022-02-22,10:47 AM,Abdulmuiz,You don Call the woman?,text,23,0,5,,[]
2022-02-22,10:47 AM,Abdulmuiz,Na Monday ohhh we dey move in 👀,text,31,0,7,,['👀']
2022-02-22,10:49 AM,raqib,Yh she said she would message us,text,32,0,7,,[]
2022-02-22,10:49 AM,Abdulmuiz,Ok,text,2,0,1,,[]
2022-02-22,10:49 AM,raqib,I no fit go on monday,text,21,0,6,,[]
2022-02-22,10:49 AM,raqib,Weekend.,text,8,0,1,,[]
2022-02-22,10:49 AM,raqib,Na monday u dey come?,text,21,0,5,,[]
2022-02-22,10:49 AM,Abdulmuiz,This weekend?,text,13,0,2,,[]
2022-02-22,10:49 AM,raqib,Yessir,text,6,0,1,,[]
2022-02-22,10:49 AM,Abdulmuiz,Sunday probably,text,15,0,2,,[]
2022-02-22,10:49 AM,raqib,Me too,text,6,0,2,,[]
2022-02-22,10:50 AM,Abdulmuiz,Alright,text,7,0,1,,[]
2022-02-22,10:50 AM,raqib,If u sha see another person,text,27,0,6,,[]
2022-02-22,10:50 AM,raqib,I dey hear sey ViNe 2an come sanusi too,text,39,0,9,,[]
2022-02-22,10:50 AM,Abdulmuiz,Ok ok,text,5,0,2,,[]
2022-02-22,10:50 AM,Abdulmuiz,😶,text,1,0,0,,['😶']
2022-02-22,10:51 AM,Abdulmuiz,I no do jhare,text,13,0,4,,[]
2022-02-22,10:51 AM,Abdulmuiz,"That freedom no go dey there,if you grab😶",text,41,0,9,,['😶']
2022-02-22,10:53 AM,raqib,Which freedom u talking 'bout ?,text,31,0,5,,[]
2022-02-22,10:53 AM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-02-22,10:55 AM,raqib,Una dey fight nii?,text,18,0,4,,[]
2022-02-22,10:55 AM,raqib,I wan understand wetin sup,text,26,0,5,,[]
2022-02-22,10:56 AM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-02-22,10:57 AM,raqib,Ode😑,text,4,0,1,,['😑']
2022-02-22,10:57 AM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-22,10:58 AM,Abdulmuiz,Rest!,text,5,0,1,,[]
2022-02-22,10:59 AM,Abdulmuiz,I dey serious ohhh,text,18,0,4,,[]
2022-02-22,10:59 AM,raqib,Ok sir,text,6,0,2,,[]
2022-02-22,11:00 AM,raqib,<Media omitted>,text,15,0,2,,[]
